,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_scaled,area_scaled
513,2485000.0,4400.0,3,1.0,2,1,0,0,0,0,0,0,0,0.06363636363636363,0.18900343642611683
514,2485000.0,3000.0,3,1.0,2,0,0,0,0,0,0,0,1,0.06363636363636363,0.09278350515463918
515,2450000.0,3210.0,3,1.0,2,1,0,1,0,0,0,0,0,0.06060606060606058,0.10721649484536083
516,2450000.0,3240.0,2,1.0,1,0,1,0,0,0,1,0,0,0.06060606060606058,0.10927835051546392
517,2450000.0,3000.0,2,1.0,1,1,0,0,0,0,1,0,0,0.06060606060606058,0.09278350515463918
518,2450000.0,3500.0,2,1.0,1,1,1,0,0,0,0,0,0,0.06060606060606058,0.12714776632302405
519,2450000.0,4840.0,2,1.0,2,1,0,0,0,0,0,0,0,0.06060606060606058,0.21924398625429553
520,2450000.0,7700.0,2,1.0,1,1,0,0,0,0,0,0,0,0.06060606060606058,0.41580756013745707
521,2408000.0,3635.0,2,1.0,1,0,0,0,0,0,0,0,0,0.05696969696969695,0.13642611683848796
522,2380000.0,2475.0,3,1.0,2,1,0,0,0,0,0,0,2,0.054545454545454536,0.056701030927835044
523,2380000.0,2787.0,4,2.0,2,1,0,0,0,0,0,0,2,0.054545454545454536,0.07814432989690723
524,2380000.0,3264.0,2,1.0,1,1,0,0,0,0,0,0,0,0.054545454545454536,0.11092783505154638
525,2345000.0,3640.0,2,1.0,1,1,0,0,0,0,0,0,0,0.051515151515151514,0.13676975945017184
526,2310000.0,3180.0,2,1.0,1,1,0,0,0,0,0,0,0,0.048484848484848464,0.10515463917525772
527,2275000.0,1836.0,2,1.0,1,0,0,1,0,0,0,0,1,0.04545454545454544,0.012783505154639191
528,2275000.0,3970.0,1,1.0,1,0,0,0,0,0,0,0,0,0.04545454545454544,0.15945017182130583
529,2275000.0,3970.0,3,1.0,2,1,0,1,0,0,0,0,0,0.04545454545454544,0.15945017182130583
530,2240000.0,1950.0,3,1.0,1,0,0,0,1,0,0,0,0,0.04242424242424242,0.020618556701030938
531,2233000.0,5300.0,3,1.0,1,0,0,0,0,1,0,1,0,0.04181818181818181,0.2508591065292096
532,2135000.0,3000.0,2,1.0,1,0,0,0,0,0,0,0,0,0.033333333333333326,0.09278350515463918
533,2100000.0,2400.0,3,1.0,2,1,0,0,0,0,0,0,0,0.030303030303030304,0.05154639175257733
534,2100000.0,3000.0,4,1.0,2,1,0,0,0,0,0,0,0,0.030303030303030304,0.09278350515463918
535,2100000.0,3360.0,2,1.0,1,1,0,0,0,0,1,0,0,0.030303030303030304,0.11752577319587629
536,1960000.0,3420.0,5,1.0,2,0,0,0,0,0,0,0,0,0.01818181818181816,0.12164948453608246
537,1890000.0,1700.0,3,1.0,2,1,0,0,0,0,0,0,0,0.012121212121212116,0.0034364261168384896
538,1890000.0,3649.0,2,1.0,1,1,0,0,0,0,0,0,0,0.012121212121212116,0.13738831615120273
539,1855000.0,2990.0,2,1.0,1,0,0,0,0,0,1,0,0,0.009090909090909066,0.09209621993127148
540,1820000.0,3000.0,2,1.0,1,1,0,1,0,0,2,0,0,0.006060606060606044,0.09278350515463918
541,1767150.0,2400.0,3,1.0,1,0,0,0,0,0,0,0,1,0.0014848484848484778,0.05154639175257733
542,1750000.0,3620.0,2,1.0,1,1,0,0,0,0,0,0,0,0.0,0.13539518900343642
543,1750000.0,2910.0,3,1.0,1,0,0,0,0,0,0,0,2,0.0,0.0865979381443299
544,1750000.0,3850.0,3,1.0,2,1,0,0,0,0,0,0,0,0.0,0.1512027491408935
